Site_Name,Stream_Name ,Site_Number,Date_Collected,Sample_Type,Â Sample_ID,Running_Number,L_Volume,Vial_Volume,Concentration_Factor ,Nitrate,N_Blank,TotalN,Nutrient_Sample_ID,TotalP,T_Blank,Total_P,13-C3_Caffeine,Acetaminophen,Amoxicillin,Ampicillin,Atenolol_MRT,Caffeine,Buspirone,Bifenthrin,Beta_cyfluthrin,Benzophenone_3,Benzophenone_1,Atrazine,Carbamazepine_A,Carbaryl,Chlortetracycline,Erythromycin,DEET,Cyhalothrin,Clothianidin,Clarithromycin,Citalopram,Chlortetracycline,Chlorpyrifos,Esfenvalerate_UNCONF,Fluoxetine,Glyphosate_ND,Ibuprofen_UNCONF,Imidacloprid,Ketoprofen,Malathion,Erythromycin,Metformin,Metoprolol_MRT,Naproxen,Ofloxacin,Oxytetracycline,Sulfadiazine,Sucralose,Simazine,Permethrin,Sulfadimethoxine,Sulfamethazine,Sulfamethoxazole,Tetracycline,Theobromine,Thiamethoxam_d3,Thiamethoxam,Thiacloprid,Trimethoprim_MRT,4_t_Octylphenol,Venlafaxine
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,8122021,Grab,198-TVFF21,TVFF21-0099,982.1,0.945385588,1038.835384,1.35,0.02,2.01,TVFF21-0099,0.047,0.01,0.061,NA,1.92523E-07,NA,NA,NA,2.05037E-05,NA,NA,NA,1.05888E-06,NA,2.88785E-06,1.82897E-06,0,NA,NA,6.73831E-07,NA,1.92523E-07,NA,NA,NA,NA,NA,0,NA,0.00010069,NA,0,0,NA,2.88785E-07,NA,2.02149E-06,0.000230835,NA,NA,NA,2.88785E-07,NA,NA,NA,9.62616E-08,NA,3.2729E-06,NA,NA,NA,5.7757E-07,NA,NA
Field Blank_8122021,All ,10,8122021,Grab,199-TVFF21,,987.6,0.983059418,1004.618828,NA,NA,NA,NA,NA,NA,NA,NA,1.9908E-07,NA,NA,NA,3.2251E-05,NA,NA,NA,4.18069E-06,0,NA,0,NA,NA,0,1.69218E-06,NA,0,NA,NA,NA,9.95402E-08,NA,9.95402E-08,NA,3.08575E-06,NA,0,0,0,1.19448E-06,NA,NA,0.000238996,NA,NA,NA,9.95402E-08,9.95402E-08,0,NA,NA,NA,4.18069E-06,NA,NA,NA,2.98621E-07,NA,NA
Ag_Progress_Days ,Spruce_Creek,1,8272021,Grab,200-TVFF21,TVFF21-0100,987.2,1.148798989,859.3322326,1.59,0.02,2.36,TVFF21-0100,0.015,0.01,0.012,NA,8.14586E-07,NA,NA,NA,7.2149E-06,NA,NA,NA,1.74554E-06,0,4.53841E-06,NA,5.81847E-07,NA,0,3.49108E-07,NA,0,NA,NA,NA,NA,NA,1.16369E-07,NA,3.73546E-05,NA,0,0,0,NA,NA,NA,0.00027917,NA,NA,NA,3.49108E-07,NA,NA,NA,0,NA,1.86191E-06,NA,NA,NA,NA,NA,NA
Upper_Spruce_Creek_Church ,Spruce_Creek,2,8272021,Grab,201-TVFF21,TVFF21-0101,992,0.835271808,1187.637354,2.67,0.02,3.98,TVFF21-0101,0.015,0.01,0.013,NA,2.94703E-06,NA,NA,NA,4.79944E-06,NA,NA,NA,1.09461E-06,NA,3.36803E-06,6.73606E-07,0,NA,0,6.73606E-07,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,8.42008E-08,0,0,0,NA,1.09461E-06,NA,NA,NA,NA,2.52602E-07,NA,NA,NA,NA,NA,7.57807E-07,NA,NA,NA,NA,NA,NA
George_W_Harvey,Spruce_Creek,3,8272021,Grab,202-TVFF21,TVFF21-0102,988,1.108849558,891.0135671,2.51,0.02,3.75,TVFF21-0102,0.045,0.01,0.057,NA,0,NA,NA,NA,5.61159E-06,NA,NA,NA,1.12232E-06,1.12232E-07,4.15257E-06,3.36695E-07,0,0.000228953,NA,3.36695E-07,NA,1.12232E-07,NA,NA,0.000228953,NA,NA,0,NA,5.43202E-05,0,0,0,NA,3.36695E-07,NA,1.23455E-06,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2.4691E-06,NA,NA,NA,NA,NA,NA
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,8272021,Grab,203-TVFF21,TVFF21-0103,994.2,1.064096081,934.3141261,1.99,0.02,2.96,TVFF21-0103,0.055,0.01,0.073,NA,1.0703E-07,NA,NA,NA,3.96012E-06,NA,NA,NA,1.0703E-06,1.0703E-07,3.42497E-06,2.14061E-07,0,NA,NA,2.14061E-07,NA,3.21091E-07,NA,NA,NA,NA,NA,0,NA,5.92948E-05,NA,0,NA,NA,4.28122E-07,NA,4.28122E-07,NA,NA,NA,NA,2.14061E-07,NA,NA,NA,NA,NA,5.35152E-07,NA,NA,NA,4.28122E-07,NA,NA
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,8272021,Grab,204-TVFF21,TVFF21-0104,992.6,0.832237674,1192.688136,1.53,0.02,2.28,TVFF21-0104,0.039,0.01,0.049,NA,8.38442E-08,NA,NA,NA,3.85683E-06,NA,NA,NA,9.22286E-07,0,2.43148E-06,1.67688E-07,1.67688E-07,NA,NA,2.51533E-07,NA,1.67688E-07,NA,NA,NA,NA,NA,0,NA,5.95294E-05,0,0,NA,NA,2.09611E-06,NA,9.22286E-07,NA,NA,0,NA,1.67688E-07,NA,NA,NA,NA,NA,5.8691E-07,NA,NA,NA,NA,NA,NA
Keith_Nelson,Warriors_Mark_Run ,6,8272021,Grab,205-TVFF21,TVFF21-0105,966.6,0.826801517,1169.083486,3.16,0.02,4.71,TVFF21-0105,0.19,0.01,0.276,NA,4.27685E-07,NA,NA,NA,5.47437E-06,NA,NA,NA,0,0,4.36239E-06,NA,0,NA,NA,2.56611E-07,NA,6.84297E-07,NA,NA,NA,NA,NA,NA,NA,2.72863E-05,NA,0,NA,NA,4.27685E-07,8.55371E-08,3.42148E-07,0,NA,NA,NA,1.71074E-07,NA,0,NA,NA,NA,1.02645E-06,NA,NA,NA,NA,NA,NA
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,8272021,Grab,206-TVFF21,TVFF21-0106,957.9,0.803539823,1192.10022,1.64,0.02,2.44,TVFF21-106,0.048,0.01,0.062,NA,5.87199E-07,1.67771E-07,NA,NA,2.34041E-05,NA,NA,NA,8.38856E-07,NA,2.68434E-06,4.52982E-06,0,NA,NA,4.19428E-07,NA,0,NA,NA,NA,NA,NA,0,NA,2.4159E-05,NA,NA,0,NA,8.38856E-08,NA,1.09051E-06,NA,NA,NA,NA,2.51657E-07,NA,NA,NA,NA,NA,1.25828E-06,NA,NA,NA,NA,NA,NA
Loville,Halfmoon_Creek ,8,8272021,Grab,207-TVFF21,TVFF21-0107,982.5,0.913653603,1075.352844,2.84,0.02,4.23,TVFF21-107,0.077,0.01,0.106,NA,7.43942E-07,NA,NA,NA,4.46365E-06,NA,NA,NA,1.20891E-06,0,3.90569E-06,0,0,NA,NA,2.78978E-07,NA,2.78978E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85985E-07,NA,NA,0,NA,9.29927E-07,NA,NA,NA,NA,2.78978E-07,NA,NA,NA,NA,NA,9.29927E-07,NA,NA,NA,NA,NA,NA
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,8272021,Grab,208-TVFF21,TVFF21-0108,959.3,0.92136536,1041.172201,1.9,0.02,2.83,TVFF21-108,0.049,0.01,0.063,NA,6.72319E-07,NA,NA,NA,1.63278E-05,NA,NA,NA,1.24859E-06,NA,3.07346E-06,3.26555E-06,0,NA,NA,3.84182E-07,NA,0,NA,NA,NA,0,NA,0,NA,6.33901E-05,0,9.60456E-08,0,NA,2.88137E-07,NA,1.44068E-06,NA,NA,NA,NA,2.88137E-07,NA,NA,NA,NA,NA,1.0565E-06,NA,NA,NA,1.24859E-06,NA,NA
Field Blank_8272021,All ,10,8272021,Grab,209-TVFF21,Field Blank_8272021,961.4,0.901390645,1066.574193,NA,NA,NA,NA,NA,NA,NA,NA,2.81274E-07,NA,NA,NA,4.01285E-05,NA,NA,NA,4.31287E-06,0,9.37581E-08,0,0,NA,0,1.21886E-06,NA,0,NA,NA,NA,NA,NA,0,NA,9.00078E-06,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,9.37581E-08,NA,NA,NA,NA,NA,2.15644E-06,NA,NA,NA,NA,NA,NA
Ag_Progress_Days ,Spruce_Creek,1,9092021,Grab,210-TVFF21,TVFF21-0109,976.4,0.97863464,997.7165738,1.41,0.02,2.09,TVFF21-109,0.017,0.01,0.015,NA,4.00915E-07,NA,NA,NA,3.90893E-06,NA,NA,NA,1.10252E-06,NA,2.20504E-06,NA,4.00915E-07,NA,NA,4.00915E-07,NA,0,NA,NA,NA,NA,NA,0,NA,2.13487E-05,NA,0,NA,NA,NA,NA,5.01144E-07,NA,NA,NA,NA,3.00687E-07,NA,NA,NA,NA,NA,1.10252E-06,NA,NA,NA,NA,NA,NA
Upper_Spruce_Creek_Church ,Spruce_Creek,2,9092021,Grab,211-TVFF21,TVFF21-0110,962.2,0.934134008,1030.044931,2.58,0.02,3.85,TVFF21-110,0.036,0.01,0.044,NA,2.91249E-07,NA,NA,NA,5.14541E-06,NA,NA,NA,8.73748E-07,0,2.81541E-06,7.76665E-07,2.91249E-07,NA,NA,3.88333E-07,NA,3.88333E-07,NA,NA,NA,0,NA,0,NA,4.38816E-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94166E-07,NA,NA,NA,NA,NA,2.42708E-06,NA,NA,NA,NA,NA,NA
George_W_Harvey,Spruce_Creek,3,9092021,Grab,212-TVFF21,TVFF21-0111,950.5,1.064728192,892.7161008,2.75,0.02,4.11,TVFF21-111,0.041,0.01,0.052,NA,2.24035E-07,NA,NA,NA,3.69658E-06,1.12018E-07,NA,NA,2.91246E-06,NA,3.92062E-06,5.60088E-07,1.12018E-07,0.000227956,0,3.36053E-07,NA,3.36053E-07,4.48071E-07,6.72106E-07,0.000227956,3.36053E-06,7.84124E-07,6.72106E-07,NA,5.54488E-05,0,2.24035E-07,2.24035E-07,0,2.24035E-07,NA,4.48071E-07,3.47255E-06,NA,0,NA,0,1.12018E-07,0,NA,0,NA,2.24035E-06,0,NA,0,3.36053E-07,NA,1.12018E-07
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,9092021,Grab,213-TVFF21,TVFF21-0112,954.4,0.93147914,1024.606949,2.58,0.02,3.85,TVFF21-112,0.028,0.01,0.033,NA,3.90394E-07,NA,NA,NA,2.43996E-06,NA,NA,NA,1.36638E-06,0,3.51354E-06,2.92795E-07,3.90394E-07,0.000199198,NA,2.92795E-07,NA,5.8559E-07,0,NA,0.000199198,6.83189E-07,NA,9.75984E-08,NA,3.58186E-05,NA,NA,0,NA,1.95197E-07,NA,2.14716E-06,0.000234334,NA,NA,NA,2.92795E-07,0,NA,NA,NA,NA,2.92795E-07,NA,NA,NA,8.78386E-07,NA,NA
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,9092021,Grab,214-TVFF21,TVFF21-0113,963.2,1.182553729,814.5084459,1.96,0.02,2.92,TVFF21-113,0.026,0.01,0.029,NA,2.45547E-07,NA,NA,NA,2.08715E-06,NA,NA,NA,1.71883E-06,0,3.56043E-06,3.6832E-07,4.91094E-07,NA,NA,2.45547E-07,NA,7.36641E-07,NA,NA,NA,3.6832E-07,NA,1.22773E-07,NA,5.3652E-05,0,0,0,NA,2.45547E-07,NA,8.59414E-07,0.000294779,NA,NA,NA,2.45547E-07,0,NA,NA,NA,NA,6.13867E-07,NA,NA,NA,NA,NA,NA
Keith_Nelson,Warriors_Mark_Run ,6,9092021,Grab,215-TVFF21,TVFF21-0114,954.4,0.859797724,1110.028526,2.51,0.02,3.75,TVFF21-114,0.053,0.01,0.07,NA,9.00878E-08,NA,NA,NA,2.52246E-06,NA,NA,NA,9.00878E-07,NA,3.42334E-06,NA,2.70263E-07,0.000183779,NA,1.80176E-07,NA,3.60351E-07,NA,NA,0.000183779,NA,NA,NA,NA,8.47726E-05,0,0,NA,NA,9.00878E-08,9.00878E-08,5.40527E-07,0.000216301,NA,NA,NA,1.80176E-07,NA,NA,0,NA,NA,6.30614E-07,NA,NA,NA,NA,NA,NA
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,9092021,Grab,216-TVFF21,TVFF21-0115,982.8,0.909481669,1080.615513,1.55,0.02,2.29,TVFF21-115,0.051,0.01,0.067,NA,0,NA,NA,NA,3.97921E-06,NA,NA,NA,8.32859E-07,9.25399E-08,2.68366E-06,4.53445E-06,2.7762E-07,NA,NA,2.7762E-07,NA,0,NA,NA,NA,NA,NA,NA,NA,4.48818E-05,NA,NA,0,NA,NA,NA,7.40319E-07,NA,NA,NA,NA,2.7762E-07,0,NA,NA,9.25399E-08,NA,1.48064E-06,NA,NA,NA,1.11048E-06,NA,NA
Loville,Halfmoon_Creek ,8,9092021,Grab,217-TVFF21,TVFF21-0116,953.4,0.978761062,974.0886075,2.48,0.02,3.7,TVFF21-116,0.035,0.01,0.043,NA,NA,NA,NA,NA,2.77182E-06,NA,NA,NA,1.0266E-06,1.0266E-07,4.1064E-06,0,4.1064E-07,NA,NA,3.0798E-07,NA,1.5399E-06,NA,NA,NA,0,NA,0,NA,9.34207E-06,NA,0,0,NA,NA,NA,1.74522E-06,NA,NA,NA,NA,3.0798E-07,NA,NA,NA,NA,NA,6.1596E-07,NA,NA,NA,2.0532E-07,NA,NA
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,9092021,Grab,218-TVFF21,TVFF21-0117,999.7,0.991276865,1008.497258,1.75,0.02,2.6,TVFF21-117,0.045,0.01,0.058,NA,2.97472E-07,NA,NA,NA,4.75956E-06,NA,NA,NA,7.93259E-07,0,3.07388E-06,3.56967E-06,9.91574E-08,NA,NA,2.97472E-07,NA,3.9663E-07,NA,NA,NA,0,NA,0,NA,4.85871E-05,NA,NA,NA,NA,0,NA,3.9663E-07,NA,NA,NA,NA,1.98315E-07,NA,0,NA,9.91574E-08,NA,1.3882E-06,NA,NA,NA,1.98315E-07,NA,NA
Field Blank_9092021,All ,10,9092021,Grab,219-TVFF21,Field Blank_9092021,928.6,0.857269279,1083.206902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02473E-05,NA,NA,NA,3.23115E-06,0,1.84637E-07,NA,NA,NA,NA,1.0155E-06,NA,NA,0,NA,NA,9.23185E-08,NA,0,NA,2.76032E-05,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,9.23185E-08,NA,NA,NA,NA,NA,2.03101E-06,NA,NA,NA,1.84637E-07,NA,NA
Ag_Progress_Days ,Spruce_Creek,1,9302021,Grab,220-TVFF21,TVFF21-0118,990.4,1.252844501,790.5210896,1.18,0.02,1.75,TVFF21-118,0.018,0.01,0.017,NA,2.52998E-07,NA,NA,NA,4.68046E-06,2.52998E-07,NA,NA,2.90947E-06,1.26499E-07,1.89748E-06,0,1.26499E-07,NA,NA,3.79497E-07,NA,1.26499E-07,5.05995E-07,1.51799E-06,NA,2.52998E-07,5.05995E-07,1.13849E-06,NA,4.08591E-05,0,1.26499E-07,2.52998E-07,NA,1.26499E-07,NA,NA,4.17446E-06,NA,0,NA,1.26499E-07,6.32494E-07,0,NA,0,NA,1.39149E-06,NA,NA,0,2.40348E-06,NA,1.26499E-07
Upper_Spruce_Creek_Church ,Spruce_Creek,2,9302021,Grab,221-TVFF21,TVFF21-0119,987.4,1.13653603,868.7802005,2.32,0.02,3.45,TVFF21-119,0.022,0.01,0.023,NA,4.60416E-07,NA,NA,NA,2.53229E-06,NA,NA,NA,1.95677E-06,0,2.64739E-06,8.05727E-07,1.15104E-07,NA,NA,3.45312E-07,NA,0,NA,1.15104E-07,NA,1.15104E-06,2.30208E-07,2.30208E-07,NA,NA,NA,0,0,NA,NA,NA,5.7552E-07,0.000276364,NA,NA,NA,3.45312E-07,NA,0,NA,0,NA,2.07187E-06,NA,NA,NA,3.45312E-07,NA,NA
George_W_Harvey,Spruce_Creek,3,9302021,Grab,222-TVFF21,TVFF21-0120,972.7,1.016561315,956.8532519,2.76,0.02,4.12,TVFF21-120,0.025,0.01,0.028,NA,1.0869E-05,NA,NA,NA,4.4939E-06,NA,NA,NA,1.1496E-06,NA,2.71724E-06,5.22546E-07,1.04509E-07,NA,NA,6.27055E-07,NA,2.09018E-07,NA,NA,NA,2.09018E-07,NA,0,NA,NA,0,0,0,NA,0,NA,4.18037E-07,0,NA,NA,NA,3.13528E-07,NA,NA,NA,NA,NA,7.31565E-07,NA,NA,NA,NA,NA,NA
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,9302021,Grab,223-TVFF21,TVFF21-0121,984.6,2.24159292,439.241216,2.87,0.02,4.29,TVFF21-121,0.024,0.01,0.026,NA,1.13833E-06,NA,NA,NA,4.32564E-06,NA,NA,NA,3.18731E-06,0,6.82996E-06,9.10661E-07,9.10661E-07,NA,NA,1.36599E-06,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,6.82996E-07,NA,3.18731E-06,0.000546624,NA,NA,NA,6.82996E-07,NA,NA,NA,NA,NA,1.82132E-06,NA,NA,NA,NA,NA,NA
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,9302021,Grab,224-TVFF21,TVFF21-0122,993.3,0.845891277,1174.264385,2.32,0.02,3.45,TVFF21-122,0.023,0.01,0.025,NA,2.55479E-07,NA,NA,NA,1.53287E-06,NA,NA,NA,1.02192E-06,0,2.55479E-06,4.25798E-07,8.51597E-08,NA,NA,4.25798E-07,NA,1.70319E-07,NA,NA,NA,8.51597E-08,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1.19224E-06,NA,NA,0,NA,1.70319E-07,NA,NA,NA,NA,NA,3.40639E-07,NA,NA,NA,NA,NA,NA
Keith_Nelson,Warriors_Mark_Run ,6,9302021,Grab,225-TVFF21,TVFF21-0123,966.2,0.898103666,1075.822354,2.34,0.02,3.48,TVFF21-123,0.032,0.01,0.038,NA,3.27192E-05,NA,NA,NA,1.30133E-06,NA,NA,NA,1.30133E-06,0,3.43923E-06,NA,2.78856E-07,NA,NA,3.71809E-07,NA,1.20838E-06,NA,NA,NA,NA,NA,0,NA,3.96906E-05,NA,NA,NA,NA,0,NA,3.71809E-07,NA,NA,0,NA,2.78856E-07,NA,NA,NA,NA,NA,3.71809E-07,NA,NA,NA,NA,NA,NA
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,9302021,Grab,226-TVFF21,TVFF21-0124,984.7,1.064728192,924.8369747,1.48,0.02,2.19,TVFF21-124,0.035,0.01,0.043,NA,0,NA,NA,NA,2.91943E-06,NA,NA,NA,1.08127E-06,NA,1.83816E-06,2.81131E-06,0,NA,NA,3.24381E-07,NA,0,NA,NA,NA,NA,NA,0,NA,7.02827E-06,NA,0,0,NA,0,NA,4.32509E-07,NA,NA,NA,NA,2.16254E-07,NA,NA,NA,0,NA,8.65017E-07,NA,NA,NA,1.08127E-07,NA,NA
Loville,Halfmoon_Creek ,8,9302021,Grab,227-TVFF21,TVFF21-0125,997.2,1.027054362,970.9320528,2.72,0.02,4.06,TVFF21-125,0.059,0.01,0.078,NA,2.05988E-07,NA,NA,NA,2.26586E-06,NA,NA,NA,1.02994E-06,1.02994E-07,3.70778E-06,NA,3.08981E-07,NA,NA,3.08981E-07,NA,4.11975E-07,NA,NA,NA,NA,NA,0,NA,9.20765E-05,NA,0,NA,NA,NA,NA,6.17963E-07,NA,NA,NA,NA,3.08981E-07,NA,NA,NA,NA,NA,7.20957E-07,NA,NA,NA,NA,NA,NA
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,9302021,Grab,228-TVFF21,TVFF21-0126,988,0.403286979,2449.868336,1.84,0.02,2.74,TVFF21-126,0.036,0.01,0.044,NA,1.5511E-06,NA,NA,NA,1.46947E-06,NA,NA,NA,4.49004E-07,NA,9.79644E-07,8.98007E-07,8.1637E-08,NA,NA,1.22456E-07,NA,1.22456E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,8.1637E-08,NA,NA,NA,1.22456E-07,0,NA,NA,NA,0,NA,2.8573E-07,NA,NA,NA,NA,NA,NA
Feild_Blank,All ,10,9302021,Grab,229-TVFF21,,944,1.267635904,744.693328,NA,NA,NA,NA,NA,NA,NA,NA,1.34283E-07,NA,NA,NA,1.18169E-05,NA,NA,NA,3.49137E-06,0,0,NA,0,NA,NA,1.20855E-06,NA,2.37682E-05,NA,NA,NA,0,NA,0,NA,3.06166E-05,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1.34283E-07,NA,NA,NA,NA,NA,2.55139E-06,NA,NA,NA,NA,NA,NA
