Site_Name,Stream_Name ,Site_Number,Date_Collected,Sample_Type, Kyle_Sample_ID,Running_Number,13-C3_Caffeine,Acetaminophen,Amoxicillin,Ampicillin,Atenolol_MRT,Caffeine,Buspirone,Bifenthrin,Beta_cyfluthrin,Benzophenone_3,Benzophenone_1,Atrazine,Carbamazepine_A,Carbaryl,Chlortetracycline,Erythromycin,DEET,Cyhalothrin,Clothianidin,Clarithromycin,Citalopram,Chlortetracycline,Chlorpyrifos,Esfenvalerate_UNCONF,Fluoxetine,Glyphosate_ND,Ibuprofen_UNCONF,Imidacloprid,Ketoprofen,Malathion,Erythromycin,Metformin,Metoprolol_MRT,Naproxen,Ofloxacin,Oxytetracycline,Sulfadiazine,Sucralose,Simazine,Permethrin,Sulfadimethoxine,Sulfamethazine,Sulfamethoxazole,Tetracycline,Theobromine,Thiamethoxam_d3,Thiamethoxam,Thiacloprid,Trimethoprim_MRT,4_t_Octylphenol,Venlafaxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,7152021,POCIS ,85-TVFF21,TVFF21-063/064,NA,0.0006,NA,NA,NA,0.0186,NA,NA,NA,0.0009,NA,0.0361,0.002,0.0002,NA,NA,0.0005,NA,0.0032,NA,NA,NA,NA,NA,0.6332,NA,NA,0.0009,0.0001,NA,NA,0.0001,NA,0.0007,0.0002,NA,NA,NA,0.0022,NA,NA,NA,0,NA,0.0073,NA,NA,NA,0.0004,NA,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6,7152021,POCIS ,86-TVFF21,TVFF21-065/066,NA,0.0006,NA,NA,NA,0.0047,0.0008,NA,NA,0.0007,0.0001,0.0689,NA,0.0001,NA,NA,0.0004,NA,0.0102,NA,0.0001,NA,NA,NA,0.6332,NA,NA,0.0016,0,0,NA,NA,0.3972,0.0004,0,0.0623,NA,NA,0.0017,NA,0.0002,0.0004,0.001,NA,0.0013,NA,NA,NA,0.0004,NA,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,7152021,POCIS ,87-TVFF21,TVFF21-067/068,NA,0.0003,NA,NA,NA,0.0397,NA,NA,NA,0.0001,NA,0.0693,0.0309,0,NA,NA,0.0011,0.2328,0.0035,NA,NA,NA,NA,1.0101,0.6332,NA,0.1679,0.0118,0.0001,NA,NA,NA,0.396,0.0005,0.0001,NA,NA,NA,0.0003,NA,NA,NA,0.001,NA,0.0103,NA,NA,NA,0.0118,NA,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,8,7152021,POCIS ,88-TVFF21,TVFF21-069/070,NA,0.0005,NA,NA,NA,0.0066,NA,NA,NA,0.0001,NA,0.0757,NA,0.0001,NA,NA,0.0004,NA,0.0202,NA,0.0001,NA,NA,1.0103,0.6332,NA,NA,0.0015,0.0001,NA,NA,NA,NA,0.0009,0.0001,NA,NA,NA,0.0026,NA,NA,NA,NA,NA,0.0058,0,NA,NA,0.0011,NA,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,7152021,POCIS ,89-TVFF21,TVFF21-071/072,NA,0.0004,0.0001,NA,NA,0.0289,NA,NA,NA,0.0001,NA,0.0732,0.0238,0.0001,0,NA,0.0009,0.2333,0.0076,NA,0.0001,0,NA,NA,0.6332,NA,0.6819,0.0113,0.0001,0,NA,NA,0.3966,0.0002,NA,NA,NA,NA,0.0002,NA,NA,NA,0.0006,NA,0.0174,NA,NA,NA,0.0093,NA,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field_Blank10142021,All ,10,7152021,POCIS ,90-TVFF21,Field_Blank10142021,NA,0.0004,NA,NA,NA,NA,NA,NA,NA,0.0024,NA,0.0017,0.0003,0.0001,NA,NA,0.0003,NA,NA,NA,NA,NA,0.001,NA,0.6329,NA,NA,NA,0,0,NA,0,0.3978,NA,0,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,0.0005,NA,NA,NA,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,1,7302021,POCIS ,21-TVFF21,TVFF21-073/074P,NA,0.0063,NA,NA,NA,0.0023,NA,NA,NA,0.0003,NA,0.0167,NA,0,1.0524,NA,0.0004,NA,2.4414,NA,NA,1.0524,NA,NA,NA,NA,NA,0.0015,0,NA,NA,NA,NA,0.0004,0,NA,NA,NA,1.3939,NA,NA,NA,0,NA,0.0029,NA,NA,NA,NA,NA,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,2,7302021,POCIS ,22-TVFF21,TVFF21-075/076P,NA,0.0126,NA,NA,NA,0.0086,NA,NA,NA,0.0002,0.0001,0.0513,1.4383,0.0001,NA,NA,0.0006,0.0019,2.4401,NA,0,NA,NA,NA,0.629,NA,NA,0.0014,0.0003,NA,NA,NA,0.0007,0.0006,0.0001,NA,0,NA,1.3934,NA,NA,NA,0.0003,NA,0.003,NA,NA,NA,0.0015,NA,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,3,7302021,POCIS ,23-TVFF21,TVFF21-077/078P,NA,0.0082,NA,0.0059,NA,0.005,NA,NA,NA,NA,NA,0.0412,1.4409,0.0001,NA,NA,0.0009,NA,2.4411,NA,0.0003,NA,NA,NA,0.629,NA,NA,0.001,0.0001,NA,NA,0.0001,0.0011,NA,0.0001,NA,0.0004,NA,1.3929,NA,0,NA,NA,NA,0.0055,NA,NA,NA,0.0008,NA,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,3,7302021,POCIS ,23R2-TVFF21,TVFF21-077/078P,NA,0.0084,NA,0.0067,NA,0.0049,NA,NA,NA,0.0002,NA,0.0505,1.4407,0.0001,NA,NA,0.0009,NA,2.441,NA,0,NA,NA,NA,0.629,NA,NA,NA,0.0001,0,NA,0.0001,0.0008,0.0004,0.0005,NA,0.0001,NA,1.393,NA,0,NA,0,NA,0.0055,NA,NA,NA,0.0007,NA,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,7302021,POCIS ,24-TVFF21,TVFF21-079/080P,NA,0.0242,NA,NA,NA,0.0042,NA,NA,NA,0.0003,0.0001,0.0306,1.4447,0,NA,NA,0.0006,NA,2.44,NA,0,NA,0,NA,NA,NA,NA,0.001,0.0001,0,NA,0.0001,NA,0.0008,0.0001,NA,0,NA,1.3939,NA,0.0001,NA,0.0002,NA,0.0077,NA,NA,NA,0.0006,NA,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,7302021,POCIS ,25-TVFF21,TVFF21-081/082P,NA,0.0021,NA,NA,NA,0.003,NA,NA,NA,0,NA,0.0488,1.445,1.8093,NA,NA,0.0004,NA,2.437,NA,0.0001,NA,NA,1.0166,0.629,NA,NA,0.0016,NA,0,NA,0.0001,0.0012,0.0004,0,NA,0,NA,1.3935,0,0.0002,0.0001,0.0003,NA,0.0044,NA,NA,0,0.0016,NA,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6,7302021,POCIS ,26-TVFF21,TVFF21-083/084P,NA,0.0033,NA,NA,NA,0.006,NA,NA,NA,0.0002,NA,0.057,0,0,1.0523,NA,0.0005,NA,0.0177,NA,0.0001,1.0523,NA,1.0167,NA,NA,NA,0.0022,0,0,NA,NA,0.0028,0.0004,0,NA,0.0001,NA,1.3933,NA,1.5606,0.0006,3.5803,NA,0.0119,NA,NA,NA,0.0094,NA,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,7302021,POCIS ,27-TVFF21,TVFF21-085/086P,NA,0.0009,NA,NA,NA,0.013,NA,NA,NA,0.0001,NA,0.0869,1.4314,0,NA,NA,0.0006,NA,2.4412,NA,0.0001,NA,NA,NA,NA,NA,NA,0.0024,0.0001,NA,NA,NA,0.0033,0.0004,0,NA,NA,NA,1.3941,0,NA,NA,0.0011,0.0013,0.0198,NA,NA,NA,0.0105,NA,0.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,8,7302021,POCIS ,28-TVFF21,TVFF21-087/88P,NA,0.0038,NA,NA,0.0036,0.0064,NA,NA,NA,0.0001,0.0001,0.0671,0,0.0001,NA,NA,0.0009,NA,2.4376,NA,0,NA,NA,1.0166,0.629,NA,NA,0.0012,0.0001,NA,NA,NA,NA,0.0008,0,NA,NA,NA,1.3931,0,0,NA,NA,NA,0.0206,NA,NA,NA,0.0012,NA,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,7302021,POCIS ,29-TVFF21,TVFF21-089/90P,NA,0.0015,NA,NA,NA,0.0097,NA,NA,NA,0.0001,0.0002,0.1002,1.431,1.81,NA,NA,0.0006,NA,2.4401,NA,0.0001,NA,NA,1.0166,NA,NA,0.1797,0.0023,0.0001,NA,NA,NA,0.0042,0.0003,0,0.0239,NA,NA,1.394,0,NA,NA,0.0004,NA,0.0201,NA,NA,NA,0.009,NA,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field_Blank7302021,All ,10,7302021,POCIS ,30-TVFF21,Field_Blank7302021,NA,0.0199,NA,NA,NA,0.0007,NA,NA,NA,0.0013,NA,1.0703,0.0003,NA,NA,0,0.0003,NA,0,NA,NA,NA,NA,NA,0.629,NA,NA,0,0.0002,0,0,NA,NA,NA,NA,NA,0.0009,NA,NA,NA,NA,NA,NA,NA,0.0006,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field_Blank7302021,All ,10,7302021,POCIS ,30R2-TVFF21,Field_Blank7302021,NA,0.0207,NA,NA,NA,0.0006,NA,NA,NA,0.0008,NA,0,NA,NA,NA,0,0.0003,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0.0002,0,0,NA,NA,NA,NA,NA,0.0011,NA,NA,NA,NA,NA,NA,NA,0.0003,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,1,8122021,POCIS ,31-TVFF21,TVFF21-0091P,NA,0.0013,NA,NA,NA,0.006,NA,NA,NA,0.0002,NA,0.0205,0,0,1.0525,NA,0.0003,0.0019,2.4392,NA,0.0001,1.0525,NA,1.0166,NA,NA,0.092,0.0028,NA,NA,NA,NA,NA,0.0003,0,NA,0.0004,NA,1.393,0,0,NA,NA,NA,0.0014,NA,NA,NA,NA,NA,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,2,8122021,POCIS ,32-TVFF21,TVFF21-0092P,NA,0.0023,NA,NA,0.0046,0.0213,NA,NA,NA,0.0002,0.0002,0.0315,1.4401,0.0001,NA,NA,0.0003,NA,2.441,NA,0,NA,NA,NA,NA,NA,NA,0.0014,0.0001,NA,NA,NA,0.0008,0.0002,0,NA,NA,NA,1.3929,NA,0,NA,0.0003,NA,0.0026,NA,NA,NA,0.0014,NA,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,3,8122021,POCIS ,33-TVFF21,TVFF21-0093P,NA,0.0006,NA,0.0064,NA,0.0152,NA,NA,NA,0.0002,NA,0.027,1.4429,1.8079,1.0524,0,0.001,NA,0,NA,0.0001,1.0524,NA,NA,0.629,NA,NA,0.0011,0,0,0,NA,NA,0.0012,0,NA,0.0001,NA,1.3925,NA,0,NA,0.0001,NA,0.0024,NA,NA,NA,0.001,NA,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,8122021,POCIS ,34-TVFF21,TVFF21-0094P,NA,0.0016,NA,0.0025,NA,0.0112,NA,NA,NA,0,0.0001,0.0253,1.4444,0,NA,NA,0.0024,0.0024,2.4407,NA,0,NA,NA,1.0167,NA,NA,NA,NA,0,NA,NA,0.0002,NA,0.0003,0,NA,NA,NA,1.3929,NA,NA,NA,NA,NA,0.0041,NA,NA,NA,0.001,NA,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,8122021,POCIS ,35-TVFF21,TVFF21-0095P,NA,0.0016,NA,NA,NA,0.0061,NA,NA,NA,0.0001,NA,0.0258,1.4442,0.0001,NA,NA,0.0004,NA,2.4406,NA,0,NA,NA,1.0166,NA,NA,NA,0.0008,0.0001,0,NA,0.0001,NA,0.0017,NA,NA,NA,NA,1.3931,0,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6,8122021,POCIS ,36-TVFF21,TVFF21-0096P,NA,0.0005,NA,NA,NA,0.0014,NA,NA,NA,0,0,0.0357,0,1.8102,1.0525,NA,0.0001,0.0013,2.4374,NA,0.0001,1.0525,NA,1.0167,NA,NA,0.2513,0.0024,0,NA,NA,0,0.0006,0.0006,0,NA,NA,NA,1.3942,0,0,0.0006,0.0003,NA,0.0026,NA,NA,NA,0.0014,NA,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,8122021,POCIS ,37-TVFF21,TVFF21-0097P,NA,0.0019,NA,0.0048,NA,0.0375,NA,NA,NA,0.0001,0.0001,0.0285,0.0209,0.0001,NA,NA,0.0005,0.0021,2.4413,NA,0,NA,NA,NA,NA,NA,0.4003,0.0028,NA,NA,NA,NA,0.0021,0.0008,0,NA,0,NA,1.394,NA,NA,NA,0.0013,NA,0.0229,NA,NA,NA,0.0107,NA,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,8,8122021,POCIS ,38-TVFF21,TVFF21-0098P,NA,0.008,NA,NA,NA,0.0008,NA,NA,NA,0.0001,0.0001,0.0314,NA,0,NA,NA,0.0002,NA,2.439,NA,0.0001,NA,NA,1.0166,0.629,NA,NA,0.0029,NA,NA,NA,NA,NA,0.0012,0,NA,0,NA,1.3934,0,0,NA,NA,NA,0.0034,NA,NA,NA,0.0007,NA,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,8122021,POCIS ,39-TVFF21,TVFF21-0099P,NA,0.0017,NA,0.0068,NA,0.0247,NA,NA,NA,0,NA,0.0325,1.431,0.0001,NA,NA,0.0006,NA,2.4409,NA,0.0001,NA,0,1.0167,0.629,NA,0.2858,0.0022,0.0001,NA,NA,0,0.0027,0.0004,0,NA,0,NA,1.3934,NA,0,NA,0.0008,NA,0.0187,NA,NA,NA,0.0072,NA,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field_Blank8122021,All ,10,8122021,POCIS ,40-TVFF21,Field_Blank8122021,NA,0.0007,NA,NA,NA,NA,NA,NA,NA,0.0018,NA,1.0703,0.0002,NA,NA,0,0.0001,NA,NA,NA,0,NA,0.0009,NA,0.629,NA,NA,NA,NA,0.0001,0,NA,NA,NA,NA,NA,0,NA,0.0003,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,1,8272021,POCIS ,41-TVFF21,TVFF21-100P,NA,0.0059,NA,NA,0.0115,0.0061,0.0129,NA,NA,0.0032,0.0001,0.0691,0.0001,0.0036,0.0021,0.0002,0.0004,NA,0.0043,0.002,0.0194,0.0021,0.0078,NA,0.6314,NA,0.1918,0.0028,0.0001,0.0006,0.0002,0.0007,0.0038,0.0009,0.0239,0.002,0.0003,NA,0.0029,3.1437,0.0001,NA,0.0021,0.0012,0.0034,0,NA,0,0.017,NA,0.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
