Site_Name,Stream_Name ,Site_Number,Date_Collected,Sample_Type, Kyle_Sample_ID,Running_Number,13-C3_Caffeine,Acetaminophen,Amoxicillin,Ampicillin,Atenolol_MRT,Caffeine,Buspirone,Bifenthrin,Beta_cyfluthrin,Benzophenone_3,Benzophenone_1,Atrazine,Carbamazepine_A,Carbaryl,Chlortetracycline,Erythromycin,DEET,Cyhalothrin,Clothianidin,Clarithromycin,Citalopram,Chlortetracycline,Chlorpyrifos,Esfenvalerate_UNCONF,Fluoxetine,Glyphosate_ND,Ibuprofen_UNCONF,Imidacloprid,Ketoprofen,Malathion,Erythromycin,Metformin,Metoprolol_MRT,Naproxen,Ofloxacin,Oxytetracycline,Sulfadiazine,Sucralose,Simazine,Permethrin,Sulfadimethoxine,Sulfamethazine,Sulfamethoxazole,Tetracycline,Theobromine,Thiamethoxam_d3,Thiamethoxam,Thiacloprid,Trimethoprim_MRT,4_t_Octylphenol,Venlafaxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,2,8272021,POCIS ,42-TVFF21,TVFF21-101P,NA,0.0027,NA,NA,NA,0.0213,0.0021,NA,NA,0.0001,0.0001,0.0425,0.0076,0.0035,0.0017,NA,0.0006,NA,0.0033,NA,0.0001,0.0017,0.004,1.0164,0.6329,NA,0.9556,0.0052,NA,0.0001,NA,0.0001,0.0018,0.0005,0.0132,0.0013,0,0.0004,0.0026,3.1446,0,NA,0.0005,0.0007,0.0114,0,NA,0,0.0027,NA,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,3,8272021,POCIS ,43-TVFF21,TVFF21-102P,NA,0.001,NA,0.0025,NA,0.0124,0.0014,NA,NA,0.0007,NA,0.0357,0.0035,0.0041,0.0016,NA,0.0013,1.2971,0.0046,NA,0.0001,0.0016,0.0042,1.0163,0.6335,NA,NA,0.0109,0.0009,0,NA,0.0002,NA,0.0007,0.0017,0.0006,NA,NA,0.0032,3.1451,NA,NA,0.0001,NA,0.0075,0,NA,NA,0.001,NA,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,8272021,POCIS ,44-TVFF21,TVFF21-103P,NA,0.0023,NA,0.0008,NA,0.0056,0.001,NA,NA,0,0.0001,0.0266,0.0016,0,0.0029,NA,0.0004,NA,0.0045,NA,0.0003,0.0029,0.0024,1.0164,0.634,NA,0.1421,0.0019,0.0001,0,NA,0.0002,0.0023,0.0003,0.0029,0.0016,0,NA,0.002,3.1462,NA,NA,NA,NA,0.0038,NA,NA,NA,0.0009,NA,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,8272021,POCIS ,45-TVFF21,TVFF21-104P,NA,0.0066,NA,NA,NA,0.0063,NA,NA,NA,0.0001,NA,0.0248,0.0013,0,0.0014,NA,0.0011,NA,0.0046,NA,0.0001,0.0014,0.0009,1.0164,0.6339,NA,0.0766,0.0017,0,NA,NA,0.0001,0.003,0.0006,0.0014,0.0018,NA,NA,0.0025,3.146,NA,NA,NA,NA,0.0042,NA,NA,NA,0.0002,NA,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6,8272021,POCIS ,46-TVFF21,TVFF21-105P,NA,0.0015,NA,NA,NA,0.007,NA,NA,NA,0.0004,NA,0.0469,NA,0,0.0021,NA,0.0003,NA,0.0073,NA,0.0006,0.0021,0.0012,NA,NA,NA,NA,0,0.0001,NA,NA,0.0001,0.0017,0.0011,0.0003,0.0033,NA,NA,0.0015,3.1456,NA,0.0004,0.0001,NA,0.0076,NA,NA,NA,0.0004,NA,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,8272021,POCIS ,47-TVFF21,TVFF21-106P,NA,0.0031,NA,0.0075,NA,0.0298,NA,NA,NA,0.0001,NA,0.0203,0.0298,0,0.0018,NA,0.0017,1.2969,0.0025,NA,0.0002,0.0018,0.0011,1.0161,0.6339,NA,1.2425,0.0091,0.0001,NA,NA,NA,0.0037,0.0003,0.0009,0.0015,NA,NA,0.0019,3.1458,NA,NA,0.0011,NA,0.022,0,NA,NA,0.0056,NA,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,8,8272021,POCIS ,48-TVFF21,TVFF21-107P,NA,0.0029,NA,NA,NA,0.0031,NA,NA,NA,0,0.0002,0.0286,0,0,NA,NA,0.0006,NA,0.0087,NA,0.0011,NA,NA,1.0164,0.634,NA,NA,0,0.0001,NA,NA,NA,NA,0.0009,0.0001,0.0015,0,NA,0.0024,3.1464,0,NA,NA,NA,0.0036,NA,NA,NA,0.0003,NA,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,8272021,POCIS ,49-TVFF21,TVFF21-108P,NA,0.0008,NA,0.0027,NA,0.0217,NA,NA,NA,0.0001,NA,0.0213,0.0195,0.0002,NA,NA,0.0016,NA,0.0042,NA,0.0003,NA,0.0007,1.0163,0.634,NA,0.1907,0.0085,0.0001,NA,NA,NA,0.0008,0.0013,0,0.0036,NA,NA,0.0022,3.1466,NA,NA,0.0007,NA,0.0159,0,NA,NA,0.0042,NA,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field_Blank8272021,All ,10,8272021,POCIS ,50-TVFF21,Field_Blank8272021,NA,0.0717,NA,NA,NA,0.0007,NA,NA,NA,0.0106,0.0025,0.0008,0.0004,0,0.0007,NA,0.0002,1.167,NA,0.0003,0,0.0007,0.0146,0.9911,0.6323,NA,NA,NA,0,0.0008,NA,0.0001,0.0001,NA,NA,NA,0,0.0005,0.0002,3.1454,NA,NA,NA,NA,0.0005,NA,NA,0,0.0001,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,1,9092021,POCIS ,51-TVFF21,TVFF21-109P,NA,0.0007,NA,NA,NA,0.0023,0.0005,NA,NA,0.0012,0.0001,0.0181,0,0,0.0012,NA,0.0003,NA,0.002,NA,NA,0.0012,0.0016,1.0158,0.634,NA,NA,0.0012,0,0,NA,NA,NA,0.0005,0,NA,NA,NA,0.0012,NA,NA,NA,NA,NA,0.0009,NA,NA,NA,0.0002,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,2,9092021,POCIS ,52-TVFF21,TVFF21-110P,NA,0.0019,NA,NA,NA,0.0079,NA,NA,NA,0.0002,0.0001,0.0223,0.0043,0.0022,0.0029,NA,0.0006,NA,0.0057,NA,0.0002,0.0029,NA,NA,0.634,NA,0.1066,0.0019,0,NA,NA,NA,0.001,0.0004,0.0001,0.002,NA,NA,0.0017,NA,0.0002,NA,0.0003,NA,0.0071,NA,NA,NA,0.0006,NA,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,3,9092021,POCIS ,53-TVFF21,TVFF21-111P,NA,0.0055,0.0042,NA,NA,0.0067,NA,NA,NA,0.0001,NA,0.0218,0.0024,0.0001,NA,NA,0.0008,NA,0.0065,NA,0.0002,NA,0,1.0164,0.634,NA,0.1923,0.0052,0.0001,NA,NA,0,0.0024,0.0008,0.0001,0.0018,0.0003,NA,0.0021,NA,0,NA,NA,NA,0.0239,0,NA,NA,0.0002,NA,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,9092021,POCIS ,54-TVFF21,TVFF21-112P,NA,0.0012,NA,NA,NA,0.0031,NA,NA,NA,0.0001,0.0001,0.0183,0.0019,0.0001,0.0006,NA,0.0003,NA,0.0084,NA,0.0002,0.0006,NA,1.0164,0.634,NA,1.1212,0.0018,0.0006,NA,NA,0.0001,0.0014,0.0007,0.0001,0.0009,NA,NA,0.0015,NA,0,NA,NA,NA,0.0027,NA,NA,NA,NA,NA,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,9092021,POCIS ,55-TVFF21,TVFF21-113P,NA,0.0013,NA,NA,NA,0.0044,NA,NA,NA,0,NA,0.0178,0.0021,0.0001,NA,NA,0.0004,NA,0.0085,NA,0.0005,NA,NA,1.0164,0.634,NA,0.0905,0.0015,NA,NA,NA,0,0.0021,0.0004,0,0.0019,NA,NA,0.0014,NA,NA,NA,NA,NA,0.0021,NA,NA,NA,0.0004,NA,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6,9092021,POCIS ,56-TVFF21,TVFF21-114P,NA,0.001,NA,NA,NA,0.0043,NA,NA,NA,0.0001,NA,0.0183,0,0,0.0017,NA,0.0004,NA,0.0111,NA,0.0001,0.0017,NA,1.0164,0.634,NA,1.2545,0,NA,NA,NA,NA,0.0056,0.0003,0.0001,0.0029,NA,NA,0.0007,3.1467,0,0.0004,0,NA,0.002,NA,NA,NA,0.0005,NA,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,9092021,POCIS ,57-TVFF21,TVFF21-115P,NA,0.0019,NA,NA,NA,0.0159,NA,NA,NA,0.0001,0.0001,0.0192,0.0245,0.0001,0.0014,NA,0.001,NA,0.0028,NA,0.0001,0.0014,NA,1.0164,0.634,NA,0.1887,0.0043,0.0001,NA,NA,NA,0.004,0.0003,0.0001,0.0019,NA,NA,0.0015,NA,NA,NA,0.001,NA,0.0191,0,NA,NA,0.0062,NA,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,8,9092021,POCIS ,58-TVFF21,TVFF21-116P,NA,0.0101,NA,NA,NA,0.0047,NA,NA,NA,0,0.0001,0.0214,0,0.0001,0.0035,NA,0.0003,NA,0.0138,NA,0.0011,0.0035,0,1.0164,0.634,NA,0.1014,0.0006,0,NA,NA,NA,NA,0.0015,0,0.0011,NA,NA,0.0015,3.1467,NA,NA,NA,NA,0.0033,NA,NA,NA,0.0005,NA,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,9092021,POCIS ,59-TVFF21,TVFF21-117P,NA,0.003,NA,NA,NA,0.0142,NA,NA,NA,0.0001,0.0002,0.021,0.014,0.0001,NA,NA,0.0007,NA,0.0095,NA,0.0002,NA,NA,1.0164,0.634,NA,NA,0.0034,0.0003,NA,NA,NA,0.0036,0.0003,0.0001,0.004,NA,NA,0.0018,3.1467,NA,NA,0.0006,NA,0.016,NA,NA,NA,0.0038,NA,0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field Blank_9092021,All ,10,9092021,POCIS ,60-TVFF21,Field Blank_9092021,NA,0.008,NA,NA,NA,0.0009,NA,NA,NA,0.0035,NA,0.0007,0,0.0001,NA,0,0.0001,NA,0,NA,0,NA,0.003,1.0161,0.6339,NA,NA,NA,0,0.0001,0,0.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0007,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,1,9302021,POCIS ,61-TVFF21,TVFF21-118,NA,0.001,NA,NA,NA,0.0015,NA,NA,NA,0,0.0001,0.0167,NA,0.003,0.0019,NA,0.0004,NA,0.0022,NA,0.0001,0.0019,NA,1.0164,0.634,NA,0.0785,0.0016,0,NA,NA,NA,NA,0.0015,0.0001,0.0016,NA,NA,0.0023,NA,NA,NA,NA,NA,0.0024,0,NA,NA,NA,NA,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,2,9302021,POCIS ,62-TVFF21,TVFF21-119,NA,0.0016,NA,NA,NA,0.0072,NA,NA,NA,0.0005,NA,0.027,0.0065,0.0001,NA,NA,0.0007,NA,0.0039,NA,0.0002,NA,NA,NA,0.634,NA,0.0932,0.0014,0.0001,NA,NA,NA,0.0018,0.0022,0.0001,0.0012,NA,NA,0.0029,NA,0,0.0008,0.0004,NA,0.0074,NA,NA,NA,0.0006,NA,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,3,9302021,POCIS ,63-TVFF21,TVFF21-120,NA,0.0056,NA,NA,NA,0.0071,0.0003,NA,NA,0.0001,NA,0.0257,0.0037,0.0001,0.0036,NA,0.0006,NA,0.0053,NA,0.0001,0.0036,NA,1.0164,0.6339,NA,NA,0.0021,0.0001,NA,NA,0.0001,0.0006,0.0006,0.0001,0.002,NA,NA,0.003,NA,NA,0.0003,0.0001,NA,0.0126,NA,NA,NA,0.0002,NA,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,4,9302021,POCIS ,64-TVFF21,TVFF21-121,NA,0.0006,NA,NA,NA,0.0027,NA,NA,NA,0.0001,NA,0.0253,0.0029,0.004,NA,NA,0.0005,NA,0.0072,NA,0.0002,NA,NA,1.0164,NA,NA,0.203,0.001,0.0002,NA,NA,0,0.0011,0.0006,0.0001,0.0014,NA,NA,0.003,3.1467,NA,NA,0.0001,NA,0.0024,NA,NA,NA,0.0002,NA,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,5,9302021,POCIS ,65-TVFF21,TVFF21-122,NA,0.0006,NA,NA,NA,0.0037,NA,NA,NA,0,NA,0.0216,0.0028,0.0001,NA,NA,0.0007,NA,0.0074,NA,0.0001,NA,NA,1.0164,NA,NA,0.1114,0.0011,0.0001,0,NA,0.0001,0.0011,0.0007,0.0001,0.0017,NA,NA,0.0024,NA,NA,NA,NA,NA,0.0023,NA,NA,NA,0.0001,NA,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,6,9302021,POCIS ,66-TVFF21,TVFF21-123,NA,0.0013,NA,NA,NA,0.0025,NA,NA,NA,0,NA,0.027,NA,0.0002,0.002,NA,0.0005,NA,0.0112,NA,0.0003,0.002,NA,NA,0.6339,NA,NA,0.0021,0,NA,NA,NA,0.0059,0.0003,0.0001,0.0014,NA,NA,0.0018,3.1467,0,0.001,0.0002,NA,0.0021,NA,NA,NA,0.0004,NA,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,7,9302021,POCIS ,67-TVFF21,TVFF21-124,NA,0.0005,NA,NA,NA,0.0221,0.0009,NA,NA,0.0002,NA,0.0161,0.0282,0,NA,NA,0.0012,NA,0.0031,NA,0.0002,NA,NA,1.0164,0.6339,NA,0.2204,0.0028,0.0001,NA,NA,NA,0.0041,0.0006,0.0001,0.0025,NA,NA,0.0017,NA,NA,NA,0.0013,NA,0.0148,NA,NA,NA,0.0076,NA,0.0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,8,9302021,POCIS ,68-TVFF21,TVFF21-125,NA,0.0008,NA,NA,NA,0.0039,NA,NA,NA,0.0001,0.0003,0.0362,0,0.0042,0.0017,NA,0.0005,NA,0.01,NA,0.0008,0.0017,NA,1.0164,0.634,NA,0.2059,0.0009,0.0001,NA,NA,NA,NA,0.0008,0.0001,0.0019,NA,NA,0.0033,NA,0,NA,NA,0.0004,0.0058,NA,NA,NA,0.0007,NA,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,9,9302021,POCIS ,69-TVFF21,TVFF21-126,NA,0.0025,NA,NA,NA,0.0163,NA,NA,NA,0.0001,0.0004,0.0206,0.0211,0.0001,NA,NA,0.0011,NA,0.0055,NA,0.0001,NA,NA,NA,0.634,NA,0.9732,0.0024,0.0001,0,NA,NA,0.0032,0.0014,NA,0.002,NA,NA,0.0022,NA,NA,NA,0.0006,NA,0.0144,NA,NA,NA,0.0052,NA,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field Blank_9302021,All ,10,9302021,POCIS ,70-TVFF21,Field Blank_9302021,NA,0.0704,NA,NA,NA,NA,NA,NA,NA,0.0027,0.0007,0.0006,0.0001,0.0001,NA,NA,0.0001,NA,NA,NA,NA,NA,0.0015,NA,0.6339,NA,NA,NA,0,0,NA,NA,0.0009,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.0009,NA,NA,0,0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
